image_id,split,sat_image_path,mask_path
148381,train,train/148381_sat.jpg,train/148381_mask.png
149624,train,train/149624_sat.jpg,train/149624_mask.png
152569,train,train/152569_sat.jpg,train/152569_mask.png
154124,train,train/154124_sat.jpg,train/154124_mask.png
154626,train,train/154626_sat.jpg,train/154626_mask.png
155165,train,train/155165_sat.jpg,train/155165_mask.png
15573,train,train/15573_sat.jpg,train/15573_mask.png
156574,train,train/156574_sat.jpg,train/156574_mask.png
156951,train,train/156951_sat.jpg,train/156951_mask.png
157839,train,train/157839_sat.jpg,train/157839_mask.png
158163,train,train/158163_sat.jpg,train/158163_mask.png
159177,train,train/159177_sat.jpg,train/159177_mask.png
159280,train,train/159280_sat.jpg,train/159280_mask.png
159322,train,train/159322_sat.jpg,train/159322_mask.png
160037,train,train/160037_sat.jpg,train/160037_mask.png
161109,train,train/161109_sat.jpg,train/161109_mask.png
161838,train,train/161838_sat.jpg,train/161838_mask.png
162310,train,train/162310_sat.jpg,train/162310_mask.png
164029,train,train/164029_sat.jpg,train/164029_mask.png
16453,train,train/16453_sat.jpg,train/16453_mask.png
166293,train,train/166293_sat.jpg,train/166293_mask.png
166805,train,train/166805_sat.jpg,train/166805_mask.png
168514,train,train/168514_sat.jpg,train/168514_mask.png
170535,train,train/170535_sat.jpg,train/170535_mask.png
172307,train,train/172307_sat.jpg,train/172307_mask.png
172854,train,train/172854_sat.jpg,train/172854_mask.png
174980,train,train/174980_sat.jpg,train/174980_mask.png
176112,train,train/176112_sat.jpg,train/176112_mask.png
176225,train,train/176225_sat.jpg,train/176225_mask.png
176506,train,train/176506_sat.jpg,train/176506_mask.png
180902,train,train/180902_sat.jpg,train/180902_mask.png
181447,train,train/181447_sat.jpg,train/181447_mask.png
182027,train,train/182027_sat.jpg,train/182027_mask.png
182422,train,train/182422_sat.jpg,train/182422_mask.png
185522,train,train/185522_sat.jpg,train/185522_mask.png
185562,train,train/185562_sat.jpg,train/185562_mask.png
186739,train,train/186739_sat.jpg,train/186739_mask.png
192576,train,train/192576_sat.jpg,train/192576_mask.png
192602,train,train/192602_sat.jpg,train/192602_mask.png
192918,train,train/192918_sat.jpg,train/192918_mask.png
194156,train,train/194156_sat.jpg,train/194156_mask.png
195769,train,train/195769_sat.jpg,train/195769_mask.png
19627,train,train/19627_sat.jpg,train/19627_mask.png
200561,train,train/200561_sat.jpg,train/200561_mask.png
200589,train,train/200589_sat.jpg,train/200589_mask.png
20187,train,train/20187_sat.jpg,train/20187_mask.png
202277,train,train/202277_sat.jpg,train/202277_mask.png
204494,train,train/204494_sat.jpg,train/204494_mask.png
204562,train,train/204562_sat.jpg,train/204562_mask.png
207663,train,train/207663_sat.jpg,train/207663_mask.png
207743,train,train/207743_sat.jpg,train/207743_mask.png
208495,train,train/208495_sat.jpg,train/208495_mask.png
208695,train,train/208695_sat.jpg,train/208695_mask.png
209787,train,train/209787_sat.jpg,train/209787_mask.png
21023,train,train/21023_sat.jpg,train/21023_mask.png
210436,train,train/210436_sat.jpg,train/210436_mask.png
210473,train,train/210473_sat.jpg,train/210473_mask.png
210669,train,train/210669_sat.jpg,train/210669_mask.png
211316,train,train/211316_sat.jpg,train/211316_mask.png
211739,train,train/211739_sat.jpg,train/211739_mask.png
215525,train,train/215525_sat.jpg,train/215525_mask.png
217085,train,train/217085_sat.jpg,train/217085_mask.png
21717,train,train/21717_sat.jpg,train/21717_mask.png
218329,train,train/218329_sat.jpg,train/218329_mask.png
219555,train,train/219555_sat.jpg,train/219555_mask.png
219670,train,train/219670_sat.jpg,train/219670_mask.png
221278,train,train/221278_sat.jpg,train/221278_mask.png
225393,train,train/225393_sat.jpg,train/225393_mask.png
225945,train,train/225945_sat.jpg,train/225945_mask.png
226788,train,train/226788_sat.jpg,train/226788_mask.png
229383,train,train/229383_sat.jpg,train/229383_mask.png
232373,train,train/232373_sat.jpg,train/232373_mask.png
2334,train,train/2334_sat.jpg,train/2334_mask.png
233615,train,train/233615_sat.jpg,train/233615_mask.png
234269,train,train/234269_sat.jpg,train/234269_mask.png
235869,train,train/235869_sat.jpg,train/235869_mask.png
238322,train,train/238322_sat.jpg,train/238322_mask.png
239955,train,train/239955_sat.jpg,train/239955_mask.png
242583,train,train/242583_sat.jpg,train/242583_mask.png
244423,train,train/244423_sat.jpg,train/244423_mask.png
245846,train,train/245846_sat.jpg,train/245846_mask.png
246378,train,train/246378_sat.jpg,train/246378_mask.png
247179,train,train/247179_sat.jpg,train/247179_mask.png
24813,train,train/24813_sat.jpg,train/24813_mask.png
252743,train,train/252743_sat.jpg,train/252743_mask.png
253691,train,train/253691_sat.jpg,train/253691_mask.png
254565,train,train/254565_sat.jpg,train/254565_mask.png
255711,train,train/255711_sat.jpg,train/255711_mask.png
255876,train,train/255876_sat.jpg,train/255876_mask.png
255889,train,train/255889_sat.jpg,train/255889_mask.png
256189,train,train/256189_sat.jpg,train/256189_mask.png
257695,train,train/257695_sat.jpg,train/257695_mask.png
26261,train,train/26261_sat.jpg,train/26261_mask.png
262885,train,train/262885_sat.jpg,train/262885_mask.png
263576,train,train/263576_sat.jpg,train/263576_mask.png
264436,train,train/264436_sat.jpg,train/264436_mask.png
266,train,train/266_sat.jpg,train/266_mask.png
267065,train,train/267065_sat.jpg,train/267065_mask.png
267163,train,train/267163_sat.jpg,train/267163_mask.png
268881,train,train/268881_sat.jpg,train/268881_mask.png
269601,train,train/269601_sat.jpg,train/269601_mask.png
271245,train,train/271245_sat.jpg,train/271245_mask.png
271609,train,train/271609_sat.jpg,train/271609_mask.png
271941,train,train/271941_sat.jpg,train/271941_mask.png
273002,train,train/273002_sat.jpg,train/273002_mask.png
273274,train,train/273274_sat.jpg,train/273274_mask.png
27460,train,train/27460_sat.jpg,train/27460_mask.png
276761,train,train/276761_sat.jpg,train/276761_mask.png
276912,train,train/276912_sat.jpg,train/276912_mask.png
277049,train,train/277049_sat.jpg,train/277049_mask.png
2774,train,train/2774_sat.jpg,train/2774_mask.png
277644,train,train/277644_sat.jpg,train/277644_mask.png
277900,train,train/277900_sat.jpg,train/277900_mask.png
277994,train,train/277994_sat.jpg,train/277994_mask.png
280703,train,train/280703_sat.jpg,train/280703_mask.png
280861,train,train/280861_sat.jpg,train/280861_mask.png
282120,train,train/282120_sat.jpg,train/282120_mask.png
283326,train,train/283326_sat.jpg,train/283326_mask.png
28559,train,train/28559_sat.jpg,train/28559_mask.png
286339,train,train/286339_sat.jpg,train/286339_mask.png
28689,train,train/28689_sat.jpg,train/28689_mask.png
28935,train,train/28935_sat.jpg,train/28935_mask.png
291214,train,train/291214_sat.jpg,train/291214_mask.png
291781,train,train/291781_sat.jpg,train/291781_mask.png
293776,train,train/293776_sat.jpg,train/293776_mask.png
29419,train,train/29419_sat.jpg,train/29419_mask.png
294697,train,train/294697_sat.jpg,train/294697_mask.png
294978,train,train/294978_sat.jpg,train/294978_mask.png
296279,train,train/296279_sat.jpg,train/296279_mask.png
296368,train,train/296368_sat.jpg,train/296368_mask.png
298396,train,train/298396_sat.jpg,train/298396_mask.png
298817,train,train/298817_sat.jpg,train/298817_mask.png
299287,train,train/299287_sat.jpg,train/299287_mask.png
300626,train,train/300626_sat.jpg,train/300626_mask.png
300745,train,train/300745_sat.jpg,train/300745_mask.png
300967,train,train/300967_sat.jpg,train/300967_mask.png
303327,train,train/303327_sat.jpg,train/303327_mask.png
306486,train,train/306486_sat.jpg,train/306486_mask.png
307626,train,train/307626_sat.jpg,train/307626_mask.png
308959,train,train/308959_sat.jpg,train/308959_mask.png
309818,train,train/309818_sat.jpg,train/309818_mask.png
310419,train,train/310419_sat.jpg,train/310419_mask.png
311386,train,train/311386_sat.jpg,train/311386_mask.png
312676,train,train/312676_sat.jpg,train/312676_mask.png
315352,train,train/315352_sat.jpg,train/315352_mask.png
315848,train,train/315848_sat.jpg,train/315848_mask.png
316446,train,train/316446_sat.jpg,train/316446_mask.png
318338,train,train/318338_sat.jpg,train/318338_mask.png
321711,train,train/321711_sat.jpg,train/321711_mask.png
321724,train,train/321724_sat.jpg,train/321724_mask.png
322400,train,train/322400_sat.jpg,train/322400_mask.png
323581,train,train/323581_sat.jpg,train/323581_mask.png
324170,train,train/324170_sat.jpg,train/324170_mask.png
325354,train,train/325354_sat.jpg,train/325354_mask.png
326173,train,train/326173_sat.jpg,train/326173_mask.png
326238,train,train/326238_sat.jpg,train/326238_mask.png
329017,train,train/329017_sat.jpg,train/329017_mask.png
330838,train,train/330838_sat.jpg,train/330838_mask.png
331421,train,train/331421_sat.jpg,train/331421_mask.png
331533,train,train/331533_sat.jpg,train/331533_mask.png
331994,train,train/331994_sat.jpg,train/331994_mask.png
332354,train,train/332354_sat.jpg,train/332354_mask.png
33262,train,train/33262_sat.jpg,train/33262_mask.png
333661,train,train/333661_sat.jpg,train/333661_mask.png
334677,train,train/334677_sat.jpg,train/334677_mask.png
334811,train,train/334811_sat.jpg,train/334811_mask.png
335737,train,train/335737_sat.jpg,train/335737_mask.png
33573,train,train/33573_sat.jpg,train/33573_mask.png
337272,train,train/337272_sat.jpg,train/337272_mask.png
338111,train,train/338111_sat.jpg,train/338111_mask.png
338661,train,train/338661_sat.jpg,train/338661_mask.png
338798,train,train/338798_sat.jpg,train/338798_mask.png
340798,train,train/340798_sat.jpg,train/340798_mask.png
340898,train,train/340898_sat.jpg,train/340898_mask.png
343016,train,train/343016_sat.jpg,train/343016_mask.png
343215,train,train/343215_sat.jpg,train/343215_mask.png
34330,train,train/34330_sat.jpg,train/34330_mask.png
343425,train,train/343425_sat.jpg,train/343425_mask.png
34359,train,train/34359_sat.jpg,train/34359_mask.png
345134,train,train/345134_sat.jpg,train/345134_mask.png
345494,train,train/345494_sat.jpg,train/345494_mask.png
34567,train,train/34567_sat.jpg,train/34567_mask.png
347676,train,train/347676_sat.jpg,train/347676_mask.png
347725,train,train/347725_sat.jpg,train/347725_mask.png
3484,train,train/3484_sat.jpg,train/3484_mask.png
349442,train,train/349442_sat.jpg,train/349442_mask.png
350033,train,train/350033_sat.jpg,train/350033_mask.png
350328,train,train/350328_sat.jpg,train/350328_mask.png
351228,train,train/351228_sat.jpg,train/351228_mask.png
351271,train,train/351271_sat.jpg,train/351271_mask.png
351727,train,train/351727_sat.jpg,train/351727_mask.png
352808,train,train/352808_sat.jpg,train/352808_mask.png
354033,train,train/354033_sat.jpg,train/354033_mask.png
358314,train,train/358314_sat.jpg,train/358314_mask.png
358464,train,train/358464_sat.jpg,train/358464_mask.png
358591,train,train/358591_sat.jpg,train/358591_mask.png
361129,train,train/361129_sat.jpg,train/361129_mask.png
36183,train,train/36183_sat.jpg,train/36183_mask.png
362191,train,train/362191_sat.jpg,train/362191_mask.png
362274,train,train/362274_sat.jpg,train/362274_mask.png
365555,train,train/365555_sat.jpg,train/365555_mask.png
373103,train,train/373103_sat.jpg,train/373103_mask.png
373186,train,train/373186_sat.jpg,train/373186_mask.png
375563,train,train/375563_sat.jpg,train/375563_mask.png
37586,train,train/37586_sat.jpg,train/37586_mask.png
376441,train,train/376441_sat.jpg,train/376441_mask.png
37755,train,train/37755_sat.jpg,train/37755_mask.png
382428,train,train/382428_sat.jpg,train/382428_mask.png
383392,train,train/383392_sat.jpg,train/383392_mask.png
383637,train,train/383637_sat.jpg,train/383637_mask.png
384477,train,train/384477_sat.jpg,train/384477_mask.png
387018,train,train/387018_sat.jpg,train/387018_mask.png
387554,train,train/387554_sat.jpg,train/387554_mask.png
388811,train,train/388811_sat.jpg,train/388811_mask.png
392711,train,train/392711_sat.jpg,train/392711_mask.png
393043,train,train/393043_sat.jpg,train/393043_mask.png
394500,train,train/394500_sat.jpg,train/394500_mask.png
396979,train,train/396979_sat.jpg,train/396979_mask.png
397137,train,train/397137_sat.jpg,train/397137_mask.png
397351,train,train/397351_sat.jpg,train/397351_mask.png
397864,train,train/397864_sat.jpg,train/397864_mask.png
400179,train,train/400179_sat.jpg,train/400179_mask.png
40168,train,train/40168_sat.jpg,train/40168_mask.png
402002,train,train/402002_sat.jpg,train/402002_mask.png
402209,train,train/402209_sat.jpg,train/402209_mask.png
40350,train,train/40350_sat.jpg,train/40350_mask.png
403978,train,train/403978_sat.jpg,train/403978_mask.png
405378,train,train/405378_sat.jpg,train/405378_mask.png
405744,train,train/405744_sat.jpg,train/405744_mask.png
406425,train,train/406425_sat.jpg,train/406425_mask.png
407467,train,train/407467_sat.jpg,train/407467_mask.png
411741,train,train/411741_sat.jpg,train/411741_mask.png
412210,train,train/412210_sat.jpg,train/412210_mask.png
413779,train,train/413779_sat.jpg,train/413779_mask.png
416381,train,train/416381_sat.jpg,train/416381_mask.png
416463,train,train/416463_sat.jpg,train/416463_mask.png
416794,train,train/416794_sat.jpg,train/416794_mask.png
417313,train,train/417313_sat.jpg,train/417313_mask.png
418261,train,train/418261_sat.jpg,train/418261_mask.png
41944,train,train/41944_sat.jpg,train/41944_mask.png
419820,train,train/419820_sat.jpg,train/419820_mask.png
420066,train,train/420066_sat.jpg,train/420066_mask.png
420078,train,train/420078_sat.jpg,train/420078_mask.png
423117,train,train/423117_sat.jpg,train/423117_mask.png
424590,train,train/424590_sat.jpg,train/424590_mask.png
427037,train,train/427037_sat.jpg,train/427037_mask.png
427774,train,train/427774_sat.jpg,train/427774_mask.png
428327,train,train/428327_sat.jpg,train/428327_mask.png
428597,train,train/428597_sat.jpg,train/428597_mask.png
428841,train,train/428841_sat.jpg,train/428841_mask.png
430587,train,train/430587_sat.jpg,train/430587_mask.png
432089,train,train/432089_sat.jpg,train/432089_mask.png
434210,train,train/434210_sat.jpg,train/434210_mask.png
434243,train,train/434243_sat.jpg,train/434243_mask.png
435277,train,train/435277_sat.jpg,train/435277_mask.png
437963,train,train/437963_sat.jpg,train/437963_mask.png
43814,train,train/43814_sat.jpg,train/43814_mask.png
438721,train,train/438721_sat.jpg,train/438721_mask.png
439854,train,train/439854_sat.jpg,train/439854_mask.png
44070,train,train/44070_sat.jpg,train/44070_mask.png
442329,train,train/442329_sat.jpg,train/442329_mask.png
442338,train,train/442338_sat.jpg,train/442338_mask.png
443271,train,train/443271_sat.jpg,train/443271_mask.png
444902,train,train/444902_sat.jpg,train/444902_mask.png
449319,train,train/449319_sat.jpg,train/449319_mask.png
45357,train,train/45357_sat.jpg,train/45357_mask.png
454655,train,train/454655_sat.jpg,train/454655_mask.png
455374,train,train/455374_sat.jpg,train/455374_mask.png
45676,train,train/45676_sat.jpg,train/45676_mask.png
457070,train,train/457070_sat.jpg,train/457070_mask.png
457265,train,train/457265_sat.jpg,train/457265_mask.png
457982,train,train/457982_sat.jpg,train/457982_mask.png
458687,train,train/458687_sat.jpg,train/458687_mask.png
458776,train,train/458776_sat.jpg,train/458776_mask.png
461001,train,train/461001_sat.jpg,train/461001_mask.png
461755,train,train/461755_sat.jpg,train/461755_mask.png
462612,train,train/462612_sat.jpg,train/462612_mask.png
463855,train,train/463855_sat.jpg,train/463855_mask.png
467076,train,train/467076_sat.jpg,train/467076_mask.png
467855,train,train/467855_sat.jpg,train/467855_mask.png
468103,train,train/468103_sat.jpg,train/468103_mask.png
470446,train,train/470446_sat.jpg,train/470446_mask.png
470798,train,train/470798_sat.jpg,train/470798_mask.png
471187,train,train/471187_sat.jpg,train/471187_mask.png
471930,train,train/471930_sat.jpg,train/471930_mask.png
472774,train,train/472774_sat.jpg,train/472774_mask.png
476582,train,train/476582_sat.jpg,train/476582_mask.png
476991,train,train/476991_sat.jpg,train/476991_mask.png
479682,train,train/479682_sat.jpg,train/479682_mask.png
482365,train,train/482365_sat.jpg,train/482365_mask.png
483506,train,train/483506_sat.jpg,train/483506_mask.png
485061,train,train/485061_sat.jpg,train/485061_mask.png
491356,train,train/491356_sat.jpg,train/491356_mask.png
491491,train,train/491491_sat.jpg,train/491491_mask.png
491696,train,train/491696_sat.jpg,train/491696_mask.png
492365,train,train/492365_sat.jpg,train/492365_mask.png
495406,train,train/495406_sat.jpg,train/495406_mask.png
495876,train,train/495876_sat.jpg,train/495876_mask.png
496948,train,train/496948_sat.jpg,train/496948_mask.png
498049,train,train/498049_sat.jpg,train/498049_mask.png
499161,train,train/499161_sat.jpg,train/499161_mask.png
499266,train,train/499266_sat.jpg,train/499266_mask.png
499325,train,train/499325_sat.jpg,train/499325_mask.png
499418,train,train/499418_sat.jpg,train/499418_mask.png
499511,train,train/499511_sat.jpg,train/499511_mask.png
499600,train,train/499600_sat.jpg,train/499600_mask.png
501053,train,train/501053_sat.jpg,train/501053_mask.png
501284,train,train/501284_sat.jpg,train/501284_mask.png
501804,train,train/501804_sat.jpg,train/501804_mask.png
503968,train,train/503968_sat.jpg,train/503968_mask.png
504704,train,train/504704_sat.jpg,train/504704_mask.png
505217,train,train/505217_sat.jpg,train/505217_mask.png
507241,train,train/507241_sat.jpg,train/507241_mask.png
508571,train,train/508571_sat.jpg,train/508571_mask.png
508676,train,train/508676_sat.jpg,train/508676_mask.png
509290,train,train/509290_sat.jpg,train/509290_mask.png
511850,train,train/511850_sat.jpg,train/511850_mask.png
512669,train,train/512669_sat.jpg,train/512669_mask.png
513585,train,train/513585_sat.jpg,train/513585_mask.png
513968,train,train/513968_sat.jpg,train/513968_mask.png
514385,train,train/514385_sat.jpg,train/514385_mask.png
514414,train,train/514414_sat.jpg,train/514414_mask.png
515521,train,train/515521_sat.jpg,train/515521_mask.png
516056,train,train/516056_sat.jpg,train/516056_mask.png
516317,train,train/516317_sat.jpg,train/516317_mask.png
518833,train,train/518833_sat.jpg,train/518833_mask.png
51911,train,train/51911_sat.jpg,train/51911_mask.png
520614,train,train/520614_sat.jpg,train/520614_mask.png
524056,train,train/524056_sat.jpg,train/524056_mask.png
524518,train,train/524518_sat.jpg,train/524518_mask.png
525105,train,train/525105_sat.jpg,train/525105_mask.png
528163,train,train/528163_sat.jpg,train/528163_mask.png
530040,train,train/530040_sat.jpg,train/530040_mask.png
533948,train,train/533948_sat.jpg,train/533948_mask.png
533952,train,train/533952_sat.jpg,train/533952_mask.png
534154,train,train/534154_sat.jpg,train/534154_mask.png
536496,train,train/536496_sat.jpg,train/536496_mask.png
537221,train,train/537221_sat.jpg,train/537221_mask.png
538243,train,train/538243_sat.jpg,train/538243_mask.png
538922,train,train/538922_sat.jpg,train/538922_mask.png
53987,train,train/53987_sat.jpg,train/53987_mask.png
541060,train,train/541060_sat.jpg,train/541060_mask.png
541353,train,train/541353_sat.jpg,train/541353_mask.png
543806,train,train/543806_sat.jpg,train/543806_mask.png
544078,train,train/544078_sat.jpg,train/544078_mask.png
544464,train,train/544464_sat.jpg,train/544464_mask.png
544537,train,train/544537_sat.jpg,train/544537_mask.png
547080,train,train/547080_sat.jpg,train/547080_mask.png
547201,train,train/547201_sat.jpg,train/547201_mask.png
547785,train,train/547785_sat.jpg,train/547785_mask.png
548423,train,train/548423_sat.jpg,train/548423_mask.png
548686,train,train/548686_sat.jpg,train/548686_mask.png
549870,train,train/549870_sat.jpg,train/549870_mask.png
549959,train,train/549959_sat.jpg,train/549959_mask.png
550312,train,train/550312_sat.jpg,train/550312_mask.png
552001,train,train/552001_sat.jpg,train/552001_mask.png
552206,train,train/552206_sat.jpg,train/552206_mask.png
552396,train,train/552396_sat.jpg,train/552396_mask.png
55374,train,train/55374_sat.jpg,train/55374_mask.png
556452,train,train/556452_sat.jpg,train/556452_mask.png
556572,train,train/556572_sat.jpg,train/556572_mask.png
557175,train,train/557175_sat.jpg,train/557175_mask.png
557309,train,train/557309_sat.jpg,train/557309_mask.png
557439,train,train/557439_sat.jpg,train/557439_mask.png
559477,train,train/559477_sat.jpg,train/559477_mask.png
560353,train,train/560353_sat.jpg,train/560353_mask.png
561117,train,train/561117_sat.jpg,train/561117_mask.png
563092,train,train/563092_sat.jpg,train/563092_mask.png
565914,train,train/565914_sat.jpg,train/565914_mask.png
568270,train,train/568270_sat.jpg,train/568270_mask.png
56924,train,train/56924_sat.jpg,train/56924_mask.png
570332,train,train/570332_sat.jpg,train/570332_mask.png
570992,train,train/570992_sat.jpg,train/570992_mask.png
571520,train,train/571520_sat.jpg,train/571520_mask.png
572237,train,train/572237_sat.jpg,train/572237_mask.png
574789,train,train/574789_sat.jpg,train/574789_mask.png
575902,train,train/575902_sat.jpg,train/575902_mask.png
576417,train,train/576417_sat.jpg,train/576417_mask.png
577164,train,train/577164_sat.jpg,train/577164_mask.png
584663,train,train/584663_sat.jpg,train/584663_mask.png
584712,train,train/584712_sat.jpg,train/584712_mask.png
584865,train,train/584865_sat.jpg,train/584865_mask.png
584941,train,train/584941_sat.jpg,train/584941_mask.png
585043,train,train/585043_sat.jpg,train/585043_mask.png
586222,train,train/586222_sat.jpg,train/586222_mask.png
586670,train,train/586670_sat.jpg,train/586670_mask.png
586806,train,train/586806_sat.jpg,train/586806_mask.png
587968,train,train/587968_sat.jpg,train/587968_mask.png
588542,train,train/588542_sat.jpg,train/588542_mask.png
58864,train,train/58864_sat.jpg,train/58864_mask.png
58910,train,train/58910_sat.jpg,train/58910_mask.png
589940,train,train/589940_sat.jpg,train/589940_mask.png
591815,train,train/591815_sat.jpg,train/591815_mask.png
596837,train,train/596837_sat.jpg,train/596837_mask.png
599743,train,train/599743_sat.jpg,train/599743_mask.png
599842,train,train/599842_sat.jpg,train/599842_mask.png
599975,train,train/599975_sat.jpg,train/599975_mask.png
600230,train,train/600230_sat.jpg,train/600230_mask.png
601966,train,train/601966_sat.jpg,train/601966_mask.png
602453,train,train/602453_sat.jpg,train/602453_mask.png
603617,train,train/603617_sat.jpg,train/603617_mask.png
604647,train,train/604647_sat.jpg,train/604647_mask.png
604833,train,train/604833_sat.jpg,train/604833_mask.png
605037,train,train/605037_sat.jpg,train/605037_mask.png
605707,train,train/605707_sat.jpg,train/605707_mask.png
605764,train,train/605764_sat.jpg,train/605764_mask.png
606014,train,train/606014_sat.jpg,train/606014_mask.png
606370,train,train/606370_sat.jpg,train/606370_mask.png
606,train,train/606_sat.jpg,train/606_mask.png
607622,train,train/607622_sat.jpg,train/607622_mask.png
608673,train,train/608673_sat.jpg,train/608673_mask.png
609234,train,train/609234_sat.jpg,train/609234_mask.png
611015,train,train/611015_sat.jpg,train/611015_mask.png
612214,train,train/612214_sat.jpg,train/612214_mask.png
61245,train,train/61245_sat.jpg,train/61245_mask.png
613687,train,train/613687_sat.jpg,train/613687_mask.png
614561,train,train/614561_sat.jpg,train/614561_mask.png
615420,train,train/615420_sat.jpg,train/615420_mask.png
616234,train,train/616234_sat.jpg,train/616234_mask.png
616860,train,train/616860_sat.jpg,train/616860_mask.png
617844,train,train/617844_sat.jpg,train/617844_mask.png
618372,train,train/618372_sat.jpg,train/618372_mask.png
619800,train,train/619800_sat.jpg,train/619800_mask.png
620018,train,train/620018_sat.jpg,train/620018_mask.png
62078,train,train/62078_sat.jpg,train/62078_mask.png
621206,train,train/621206_sat.jpg,train/621206_mask.png
621459,train,train/621459_sat.jpg,train/621459_mask.png
621633,train,train/621633_sat.jpg,train/621633_mask.png
622733,train,train/622733_sat.jpg,train/622733_mask.png
623857,train,train/623857_sat.jpg,train/623857_mask.png
624916,train,train/624916_sat.jpg,train/624916_mask.png
625296,train,train/625296_sat.jpg,train/625296_mask.png
626208,train,train/626208_sat.jpg,train/626208_mask.png
626323,train,train/626323_sat.jpg,train/626323_mask.png
627583,train,train/627583_sat.jpg,train/627583_mask.png
627806,train,train/627806_sat.jpg,train/627806_mask.png
628479,train,train/628479_sat.jpg,train/628479_mask.png
629198,train,train/629198_sat.jpg,train/629198_mask.png
632489,train,train/632489_sat.jpg,train/632489_mask.png
634421,train,train/634421_sat.jpg,train/634421_mask.png
634717,train,train/634717_sat.jpg,train/634717_mask.png
635157,train,train/635157_sat.jpg,train/635157_mask.png
635841,train,train/635841_sat.jpg,train/635841_mask.png
636849,train,train/636849_sat.jpg,train/636849_mask.png
638158,train,train/638158_sat.jpg,train/638158_mask.png
638168,train,train/638168_sat.jpg,train/638168_mask.png
638937,train,train/638937_sat.jpg,train/638937_mask.png
639004,train,train/639004_sat.jpg,train/639004_mask.png
639149,train,train/639149_sat.jpg,train/639149_mask.png
639314,train,train/639314_sat.jpg,train/639314_mask.png
6399,train,train/6399_sat.jpg,train/6399_mask.png
641771,train,train/641771_sat.jpg,train/641771_mask.png
642909,train,train/642909_sat.jpg,train/642909_mask.png
644103,train,train/644103_sat.jpg,train/644103_mask.png
644150,train,train/644150_sat.jpg,train/644150_mask.png
645001,train,train/645001_sat.jpg,train/645001_mask.png
646596,train,train/646596_sat.jpg,train/646596_mask.png
649042,train,train/649042_sat.jpg,train/649042_mask.png
649260,train,train/649260_sat.jpg,train/649260_mask.png
650253,train,train/650253_sat.jpg,train/650253_mask.png
650751,train,train/650751_sat.jpg,train/650751_mask.png
651312,train,train/651312_sat.jpg,train/651312_mask.png
651537,train,train/651537_sat.jpg,train/651537_mask.png
65170,train,train/65170_sat.jpg,train/65170_mask.png
651774,train,train/651774_sat.jpg,train/651774_mask.png
652183,train,train/652183_sat.jpg,train/652183_mask.png
652733,train,train/652733_sat.jpg,train/652733_mask.png
652883,train,train/652883_sat.jpg,train/652883_mask.png
654770,train,train/654770_sat.jpg,train/654770_mask.png
