Subject ID,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89,ROI_90,ROI_91,ROI_92,ROI_93,ROI_94,ROI_95,ROI_96,ROI_97,ROI_98,ROI_99,ROI_100,ROI_101,ROI_102,ROI_103,ROI_104,ROI_105,ROI_106,ROI_107,ROI_108,ROI_109,ROI_110,ROI_111,ROI_112,ROI_113,ROI_114,ROI_115,ROI_116
OAS2_0028,0.26391704,0.272522106,0.278006717,0.304497526,0.358496807,0.371738946,0.265743852,0.304367364,0.313715952,0.335367897,0.251690182,0.254010786,0.262029815,0.232230902,0.335267766,0.295030272,0.348486799,0.330442639,0.310079685,0.316259298,0.412527518,0.416403339,0.277149115,0.308152306,0.362550823,0.389081483,0.403104551,0.4206844,0.393282866,0.400138616,0.36944413,0.387876485,0.339454932,0.379887154,0.309248594,0.28134494,0.38397618,0.398443034,0.45473937,0.497688,0.514289785,0.523478972,0.337602415,0.37164613,0.287742141,0.346227487,0.389061126,0.389280108,0.233290248,0.281287546,0.303356567,0.356414697,0.340457122,0.395829429,0.482887176,0.529024161,0.277832704,0.257813974,0.270808796,0.221476273,0.32132558,0.288366723,0.344804078,0.391514766,0.313883005,0.336352892,0.330099577,0.342525236,0.226282583,0.240692401,0.231544525,0.239963464,0.402451761,0.404355845,0.202554674,0.168330084,0.329249244,0.377339736,0.400839072,0.426036172,0.351277464,0.414738919,0.269992329,0.254203519,0.36731656,0.405765992,0.412254259,0.379054996,0.404217534,0.438224048,0.463835938,0.450311554,0.572079156,0.484247135,0.364947225,0.346388189,0.541229781,0.620496042,0.660973401,0.655238703,0.562435094,0.661629064,0.508002598,0.535621009,0.47737774,0.502722173,0.153860434,0.141554168,0.363748226,0.346889264,0.437573907,0.494285414,0.567530745,0.667121167,0.593815992,0.207364903
OAS2_0029,0.247891799,0.241646065,0.233314485,0.258564974,0.336181099,0.336246062,0.28085628,0.283232241,0.311933537,0.30301083,0.287603953,0.271732074,0.266969395,0.241915813,0.332027326,0.316179166,0.304177571,0.336586109,0.239729545,0.267917492,0.456045257,0.446063406,0.250915498,0.264970164,0.345286268,0.351742018,0.420208349,0.428116937,0.366655361,0.374993271,0.352343959,0.361061425,0.347252426,0.341167405,0.30998667,0.243310986,0.38754618,0.40347034,0.404655208,0.471364551,0.503149276,0.569934177,0.323591694,0.295346556,0.302869216,0.313980728,0.349555505,0.32219226,0.274418736,0.264326506,0.344669732,0.302514549,0.354191727,0.294613058,0.435831168,0.458752587,0.23901065,0.25629391,0.264753537,0.210736119,0.340196773,0.327251751,0.327806411,0.387513589,0.360042252,0.351242768,0.314144994,0.30995689,0.230290827,0.230003894,0.275335771,0.274165413,0.494750629,0.468593691,0.254044025,0.207519561,0.353317716,0.416768976,0.344155463,0.347378538,0.320542009,0.323495269,0.254681428,0.261387721,0.40241628,0.376540953,0.348183553,0.358822159,0.40557754,0.401344245,0.421557573,0.425120242,0.468519198,0.408254229,0.323934463,0.27013777,0.4984526,0.501510152,0.581469641,0.588089484,0.450004915,0.523145923,0.401824898,0.419539937,0.372434349,0.414180898,0.133731939,0.124131345,0.295489438,0.283587811,0.351357329,0.385498324,0.495155125,0.605514182,0.522534326,0.18865941
OAS2_0032,0.207193355,0.204634281,0.196371223,0.205119308,0.260250508,0.23583142,0.194807045,0.220822747,0.23196238,0.237479424,0.193187164,0.195352485,0.190257041,0.200285589,0.240464629,0.256768787,0.239843155,0.23573493,0.223568521,0.234650132,0.361413726,0.3432246,0.188229594,0.199331735,0.26313069,0.253253081,0.31507815,0.295736437,0.290649497,0.284399092,0.265668025,0.25901698,0.258354221,0.260100705,0.206199388,0.161133468,0.270773597,0.272839615,0.337723385,0.351558612,0.434726561,0.413098479,0.235005491,0.249784376,0.203705198,0.225776946,0.261207441,0.249929019,0.16269399,0.213521141,0.220408959,0.246438486,0.236925968,0.230184568,0.343698896,0.352135742,0.184420654,0.201001275,0.186300214,0.156230347,0.227022259,0.271221275,0.216165925,0.225318023,0.262219872,0.299540273,0.235437159,0.238553069,0.172407284,0.205630004,0.221923317,0.272485971,0.371368701,0.382363146,0.190704198,0.195378298,0.171938677,0.23969388,0.211410644,0.192035019,0.229981925,0.229871077,0.209007153,0.195076517,0.291499553,0.301630968,0.306118673,0.278109616,0.301789111,0.33729636,0.300459634,0.284686027,0.376047311,0.326111145,0.276450245,0.238576382,0.398704774,0.43843436,0.469150366,0.446931382,0.392334613,0.461795847,0.355029946,0.366175354,0.299386751,0.310838207,0.120223374,0.114508473,0.25896427,0.246324703,0.333183061,0.380846877,0.423483889,0.462435329,0.395879322,0.15005206
OAS2_0034,0.242278486,0.232338448,0.229403562,0.248232506,0.318088793,0.333694951,0.289164546,0.303095414,0.343446602,0.366820424,0.283880387,0.292326272,0.279850433,0.280342731,0.383166756,0.383085634,0.307251382,0.344327225,0.27531837,0.25947493,0.411775943,0.394504094,0.266236212,0.270258652,0.321450896,0.350090195,0.402263594,0.414872515,0.334560645,0.357100783,0.310809317,0.329572756,0.299972556,0.324757121,0.335285338,0.274408115,0.328069568,0.316756112,0.393484426,0.419615501,0.470862582,0.464416245,0.373342952,0.37116238,0.322160305,0.328128624,0.384570005,0.38821933,0.28151107,0.299037364,0.349175591,0.360899955,0.405718726,0.35803003,0.46580325,0.445264525,0.233773946,0.270700713,0.257133334,0.237133452,0.321409168,0.310781652,0.332422525,0.350030088,0.387714479,0.372253447,0.388192001,0.369170716,0.213873479,0.229851862,0.248650862,0.238274411,0.387760714,0.354347209,0.234981381,0.173307006,0.263536149,0.282228338,0.326866006,0.349637199,0.334153447,0.322587211,0.267124142,0.268393615,0.381138039,0.385131826,0.366275248,0.339380107,0.411059673,0.433941116,0.456049347,0.429728406,0.513009285,0.443004271,0.354592892,0.293495747,0.506820098,0.524792713,0.562515767,0.547495131,0.496399046,0.562975297,0.411347799,0.407471631,0.408179178,0.419394955,0.154874378,0.141795122,0.346901201,0.309976493,0.390094566,0.4052867,0.484954656,0.539569954,0.518567907,0.179045057
OAS2_0035,0.219432097,0.237828113,0.230774691,0.251023148,0.355174639,0.351850126,0.277641336,0.302418509,0.338302986,0.35351273,0.275711817,0.271497892,0.313554151,0.27105227,0.356974017,0.321324262,0.284702225,0.286090578,0.23498259,0.243089998,0.455110467,0.42745369,0.256650489,0.268125871,0.367435941,0.38081982,0.422069699,0.400646133,0.351214203,0.371424128,0.348581723,0.322352578,0.352042807,0.33351424,0.259091285,0.214588138,0.335871864,0.354293858,0.382052827,0.422992502,0.440301936,0.461501008,0.351554297,0.336107853,0.306287773,0.321590427,0.389316433,0.38613704,0.263037214,0.278102689,0.319509584,0.36577041,0.317569465,0.323751983,0.421390758,0.433961018,0.198004239,0.225015553,0.244980247,0.212752603,0.272122334,0.281692624,0.307333279,0.295823867,0.320388551,0.256860331,0.291087286,0.304441691,0.175854659,0.200984678,0.274997914,0.275027835,0.450470874,0.414350168,0.229272828,0.183714291,0.232164325,0.269620432,0.323267934,0.311622135,0.354137888,0.298161685,0.241347258,0.237113774,0.374705871,0.36464514,0.362968804,0.321677664,0.369579727,0.388398134,0.408978179,0.414350118,0.499620038,0.421833355,0.298683744,0.271274922,0.464673671,0.49388769,0.562179229,0.577108454,0.46551476,0.551160235,0.412776237,0.455776445,0.366831808,0.397746204,0.1532858,0.138286128,0.288087306,0.286066022,0.383260424,0.489664295,0.566360234,0.624454128,0.497835049,0.170856202
OAS2_0036,0.292964239,0.273235692,0.287085177,0.284185222,0.399936136,0.401222787,0.323456463,0.327805007,0.407228724,0.413870666,0.32590007,0.335519393,0.325463305,0.317055455,0.427167165,0.382089506,0.378373596,0.384080279,0.320044488,0.327730633,0.498169957,0.469965959,0.274429197,0.309744698,0.377622732,0.400847854,0.491513355,0.486981948,0.435246365,0.43328,0.400721391,0.370972072,0.377328642,0.396965354,0.325192284,0.249302277,0.388880608,0.392757015,0.460013814,0.489894187,0.551884396,0.578684298,0.466366488,0.439325694,0.412062074,0.428879842,0.47835798,0.469749903,0.359712014,0.383697507,0.404471028,0.451399998,0.491322553,0.438142176,0.575562879,0.554419952,0.286670838,0.270895379,0.262806558,0.26292594,0.35384677,0.375282738,0.41365405,0.382400839,0.349747595,0.369910011,0.343584226,0.333958097,0.272158311,0.306654343,0.298708712,0.282786056,0.538195611,0.504984911,0.249459915,0.208045497,0.403216611,0.4486984,0.405815423,0.407009884,0.370562164,0.340483725,0.297526817,0.287489124,0.414899161,0.443682522,0.448722883,0.41706961,0.502516274,0.501620315,0.52156236,0.467321541,0.547791172,0.462252081,0.349541637,0.308404357,0.541024872,0.590095711,0.671030404,0.640925509,0.513208254,0.599159565,0.483584894,0.488974298,0.428154231,0.464862809,0.169370852,0.149858352,0.326728544,0.327128572,0.412973505,0.484243951,0.625592544,0.67918067,0.519369997,0.176391851
OAS2_0037,0.242067974,0.218352808,0.256949872,0.260372693,0.29863265,0.30736517,0.242758008,0.267740967,0.298655362,0.309872177,0.240003493,0.261089127,0.236079345,0.239672976,0.290835496,0.292225433,0.239335512,0.270661386,0.312361951,0.271846511,0.361573528,0.354194222,0.225208536,0.254231944,0.268466616,0.298984558,0.33084018,0.347097101,0.323063504,0.324414299,0.308844096,0.286110371,0.37170753,0.366145771,0.267602316,0.20313281,0.30934513,0.303205083,0.370665276,0.401108837,0.430587025,0.440906058,0.288844744,0.316525251,0.337707257,0.315060227,0.294244127,0.33236098,0.280232306,0.267277737,0.305741099,0.307408313,0.371095181,0.355346865,0.449058741,0.418754374,0.204363175,0.20780788,0.277802918,0.230471706,0.278459301,0.236014004,0.253299149,0.226898558,0.319410938,0.276846576,0.33831566,0.351264396,0.227503306,0.255507857,0.208813537,0.21570708,0.340745498,0.331155567,0.172390455,0.153343814,0.218702403,0.225334869,0.239832431,0.237354673,0.241380568,0.23571861,0.21050539,0.209933536,0.303760433,0.304295012,0.315909911,0.290373411,0.351668291,0.356514641,0.42458974,0.41518124,0.440813226,0.393927355,0.305247397,0.269236301,0.470871801,0.516993426,0.543499659,0.520850145,0.394195408,0.493070909,0.35469765,0.375124342,0.319364282,0.338133471,0.099817451,0.088391151,0.27365139,0.288536464,0.367906216,0.374765917,0.432925367,0.467657609,0.434110102,0.156145069
OAS2_0039,0.204850645,0.209395041,0.204378472,0.203882717,0.331249558,0.312676375,0.256741327,0.263962712,0.300448921,0.303821082,0.320407834,0.307039197,0.242849111,0.259038944,0.315364539,0.318140559,0.299344712,0.292247106,0.253567967,0.231812873,0.391964824,0.385073616,0.227739048,0.23634735,0.289508792,0.328242689,0.395353095,0.38581012,0.313256526,0.327566862,0.361882847,0.356033051,0.343048124,0.345978305,0.237279558,0.208605144,0.294692489,0.26325334,0.361569711,0.36120594,0.433247644,0.39454961,0.300282011,0.315725029,0.286515189,0.306447315,0.34775761,0.352722784,0.225516259,0.242382002,0.25964181,0.289372811,0.278605944,0.288113787,0.399260987,0.406108522,0.203127626,0.208081063,0.20463024,0.184910275,0.295441156,0.280105955,0.31829531,0.311496543,0.292596694,0.26903994,0.265343419,0.274239198,0.204950629,0.198830282,0.195368422,0.191529759,0.362007398,0.339672417,0.19694309,0.161933562,0.26874064,0.271609708,0.295828533,0.279304306,0.283540074,0.281128343,0.229823008,0.238972882,0.307587061,0.31706872,0.332848527,0.33120465,0.356698906,0.349078848,0.418107861,0.402549072,0.465341009,0.403757722,0.28137879,0.257817154,0.418936843,0.460914249,0.501569452,0.477458332,0.420787033,0.500775568,0.353539207,0.385273486,0.314728953,0.3418197,0.096132079,0.092988303,0.292313436,0.272845209,0.305325485,0.34572478,0.41016555,0.464937688,0.384291817,0.14889839
OAS2_0043,0.32550021,0.295856129,0.260173473,0.288212326,0.394757612,0.395874883,0.317045842,0.31221516,0.378421835,0.397915873,0.367501124,0.34261047,0.324479926,0.309544782,0.405139298,0.410057497,0.412657222,0.411549459,0.350085624,0.33473418,0.449871278,0.437214163,0.281012593,0.315819862,0.395833342,0.422763004,0.456186576,0.446552465,0.412186122,0.407845375,0.398260835,0.351767708,0.404566971,0.390668058,0.321273017,0.254459906,0.36298812,0.3368392,0.413306373,0.435138844,0.521226741,0.519130493,0.482146176,0.460753472,0.389765886,0.406717017,0.438811505,0.415699887,0.360539866,0.378415999,0.415805725,0.392624876,0.410415722,0.420821881,0.499904575,0.483642172,0.301011106,0.292036269,0.284390351,0.282074088,0.353590265,0.282904487,0.403201887,0.342855483,0.369646118,0.330750405,0.35310296,0.341377231,0.278925818,0.268803911,0.267758853,0.25292785,0.436900176,0.405081892,0.254995043,0.192210493,0.296605002,0.324432402,0.414182114,0.379419796,0.380978126,0.330304488,0.272472983,0.263537165,0.438751587,0.404818134,0.407185871,0.370039839,0.441192462,0.466745342,0.456261251,0.429562435,0.472953667,0.397431159,0.360201638,0.290018906,0.491872523,0.502656537,0.603790126,0.57920243,0.450896082,0.51852525,0.401203933,0.423497922,0.386339404,0.442295665,0.137743594,0.120468827,0.335957093,0.306276948,0.376080372,0.446593521,0.513996451,0.590079231,0.529242394,0.184843528
OAS2_0046,0.278687888,0.25076799,0.255932804,0.265939238,0.322175726,0.336894926,0.273910193,0.287862304,0.316858243,0.326106477,0.280215669,0.273483556,0.263144549,0.238825551,0.311643051,0.317233488,0.311822356,0.309215326,0.286304777,0.308403046,0.38508958,0.381962655,0.240810222,0.29232469,0.321189657,0.334753291,0.36410653,0.369069042,0.344650085,0.362244277,0.299855502,0.269268796,0.316243003,0.333000125,0.255483908,0.221355593,0.359886495,0.384005956,0.405819596,0.447936555,0.467747945,0.508103679,0.375571697,0.366566133,0.290697803,0.288039124,0.356406518,0.361177112,0.227801762,0.205372686,0.310431346,0.309614402,0.33662019,0.353767968,0.444472947,0.432601463,0.238652627,0.232576142,0.206204293,0.221006353,0.268326723,0.278165051,0.324927983,0.324903455,0.311037884,0.276630177,0.268207234,0.278948201,0.249241222,0.224388477,0.273764575,0.281165062,0.428366455,0.416796087,0.21143604,0.182071028,0.267761167,0.264161621,0.317448212,0.268876,0.298614723,0.27545232,0.205803275,0.221438789,0.318492605,0.321431186,0.302696455,0.293228665,0.342779549,0.353280457,0.474431459,0.430407652,0.476352631,0.375339049,0.312423826,0.297702823,0.491778042,0.542865994,0.594561919,0.589756685,0.425009249,0.462761354,0.360066276,0.383371345,0.31895829,0.362399323,0.106411698,0.097268801,0.298231313,0.287540811,0.381273452,0.415415509,0.453234329,0.548426466,0.490817885,0.180716469
OAS2_0047,0.22699025,0.215401642,0.23613446,0.221236929,0.339461705,0.328826242,0.280464399,0.29391324,0.368290233,0.343364905,0.254510901,0.284894344,0.294335499,0.301547357,0.376782716,0.344957616,0.263889416,0.268944206,0.259440727,0.246832854,0.414516551,0.415921919,0.231062129,0.233856356,0.33346029,0.362613389,0.411493224,0.39308586,0.356324324,0.37454785,0.364989468,0.364020385,0.326712774,0.346602777,0.304057479,0.239900262,0.356920973,0.352999914,0.394246517,0.434644097,0.51048252,0.507825315,0.273106315,0.275456498,0.246060454,0.259246224,0.325050007,0.303433142,0.218974033,0.232709873,0.319675779,0.333529164,0.341104729,0.314525693,0.431975656,0.438042506,0.202684304,0.224749018,0.245722874,0.215298882,0.277118756,0.271386456,0.284999427,0.285637954,0.347029154,0.367497485,0.271803376,0.280757877,0.19000732,0.214130282,0.263246885,0.2701925,0.422980559,0.429187489,0.215399387,0.193075845,0.207853306,0.242825325,0.338293844,0.293754662,0.307435628,0.313642645,0.270343313,0.243580671,0.370686237,0.384151737,0.377196766,0.350502731,0.377703143,0.390878515,0.385388155,0.385764019,0.440655314,0.394611521,0.290814061,0.2503004,0.442580665,0.490015998,0.503631097,0.50369895,0.433110297,0.515586962,0.392841125,0.400316428,0.352326491,0.354438825,0.128680527,0.094068298,0.270788154,0.267439874,0.341818772,0.356822643,0.4332764,0.487897102,0.443757273,0.172204852
OAS2_0048,0.272831242,0.305032303,0.295616591,0.356820053,0.415403708,0.443427845,0.342707104,0.351748,0.408710022,0.430096742,0.299504828,0.314835571,0.291045237,0.337828216,0.391400562,0.390343327,0.342049146,0.384938179,0.356487622,0.352148374,0.518953724,0.508143799,0.315868502,0.358587318,0.396832783,0.477331658,0.48324963,0.504512761,0.424838832,0.451761935,0.427040855,0.423165311,0.357846736,0.395101155,0.277809575,0.247482398,0.413517354,0.439344737,0.4609071,0.531624295,0.574577121,0.651816931,0.40021767,0.393133076,0.266168714,0.366092127,0.385282029,0.414473426,0.225622067,0.303809,0.336914803,0.353773269,0.38659664,0.364167454,0.452418278,0.500474808,0.264083259,0.271796526,0.265011414,0.222944992,0.293959825,0.335855677,0.281247323,0.318493144,0.318595736,0.369957116,0.301518725,0.316561294,0.267060686,0.248935062,0.310340072,0.324637896,0.573442992,0.580465239,0.277975173,0.244681842,0.310264793,0.38623113,0.316005276,0.358425298,0.309360215,0.349819513,0.285814405,0.300708761,0.337512447,0.398073282,0.398629787,0.383250438,0.353528538,0.435520072,0.508012994,0.470951671,0.545001114,0.462989334,0.407741246,0.316143535,0.598257318,0.605296996,0.625648354,0.624872809,0.545821929,0.579886218,0.477026704,0.473947335,0.426191349,0.448622307,0.151759437,0.138217042,0.348538104,0.33677784,0.449576961,0.443647656,0.526520375,0.584844954,0.533338794,0.195530484
OAS2_0049,0.300366038,0.328413764,0.352779763,0.371124236,0.476083435,0.449689576,0.375018643,0.399732976,0.443584775,0.436739736,0.354322812,0.381549141,0.37726104,0.380050768,0.481264478,0.471217011,0.403369045,0.435815323,0.352940886,0.347065202,0.558211386,0.532828811,0.360587194,0.375453616,0.472233598,0.512417318,0.585571071,0.565494861,0.501987826,0.500854202,0.503879622,0.473248774,0.475119157,0.455231752,0.384110823,0.332728345,0.472113634,0.459268456,0.531103381,0.569626909,0.638883819,0.645865883,0.439726123,0.433478621,0.346643717,0.341986072,0.460979751,0.46016579,0.3237671,0.315423431,0.343637352,0.378834666,0.447776434,0.399627537,0.575978778,0.541935582,0.320444204,0.311758076,0.277436772,0.276742897,0.346869512,0.32681865,0.392616724,0.425856249,0.373745625,0.34088624,0.352826679,0.376820391,0.253905291,0.279361112,0.293629155,0.291877613,0.495747976,0.486126648,0.253630379,0.226159213,0.361777415,0.407187933,0.440552262,0.479608519,0.416388006,0.386060512,0.335268568,0.310204927,0.446691307,0.436301608,0.467665287,0.418644416,0.535353461,0.507006226,0.469891601,0.438549101,0.532955076,0.440967117,0.36413459,0.302141684,0.548957635,0.568957067,0.623077594,0.62104674,0.512241929,0.58785885,0.454497026,0.484766323,0.448630453,0.494055599,0.142739528,0.129193201,0.338126969,0.327182196,0.415256986,0.460183014,0.5860827,0.653871549,0.569046955,0.190109492
OAS2_0051,0.256778453,0.257299033,0.264238033,0.256577202,0.38893251,0.369480621,0.263852221,0.295515821,0.347919285,0.37580892,0.30244879,0.316888467,0.28884291,0.28033357,0.381732209,0.361050815,0.346478146,0.372653054,0.333264555,0.339735517,0.454000245,0.41860822,0.274075539,0.299449703,0.375754413,0.385651591,0.47603604,0.446486557,0.398094134,0.404101736,0.417947459,0.404659956,0.394959124,0.392899267,0.296427691,0.233934112,0.340772475,0.325192194,0.394343906,0.423821766,0.4990942,0.507523645,0.350860714,0.343803153,0.344731771,0.336198865,0.370768809,0.36739178,0.298070004,0.311600235,0.330352271,0.353190044,0.380208141,0.386775016,0.47410267,0.486727827,0.284037605,0.30638418,0.278272129,0.246895452,0.326110533,0.2954478,0.416061257,0.365970255,0.352274461,0.294983135,0.325306806,0.318956933,0.232390239,0.286018384,0.28533057,0.299510859,0.454706251,0.448764506,0.240584907,0.204878498,0.354165141,0.343633881,0.360593397,0.338892894,0.379771825,0.335485824,0.303050579,0.285326013,0.408064407,0.400171165,0.442296447,0.402732281,0.443690439,0.445481658,0.34436695,0.322015716,0.420886055,0.391347197,0.252496243,0.219800266,0.397763419,0.448149751,0.478218262,0.467779042,0.432324518,0.54015689,0.396969004,0.414451824,0.34357105,0.385659028,0.110646251,0.104390211,0.271006139,0.266052414,0.353154155,0.397197979,0.481585032,0.570125331,0.480951057,0.16457119
OAS2_0052,0.275737502,0.256091537,0.31088089,0.290633559,0.409987978,0.353954354,0.320421443,0.328314257,0.408571119,0.371682712,0.34812944,0.354490159,0.329551385,0.307022966,0.416502883,0.362935509,0.384794545,0.375789822,0.30365293,0.278914845,0.506431299,0.475688202,0.298085292,0.303661496,0.410202785,0.407562674,0.51289621,0.467749018,0.417600726,0.425828629,0.39781264,0.388238899,0.370471492,0.390921156,0.349670475,0.277054102,0.400097154,0.372670574,0.447013803,0.471307283,0.561062074,0.545263049,0.363020583,0.361636438,0.282587233,0.318877597,0.412206042,0.408701634,0.287699577,0.334644955,0.396084206,0.402440681,0.46252258,0.406997305,0.517114603,0.510382509,0.281175025,0.283845583,0.28028892,0.25000242,0.369515296,0.335590717,0.39245484,0.402261409,0.322568499,0.366346232,0.319696077,0.334185073,0.184608626,0.18269049,0.238713018,0.229173245,0.42189002,0.404320643,0.205133998,0.169248737,0.296411851,0.296269271,0.400028379,0.370702257,0.383047221,0.331918154,0.281278538,0.272556207,0.458817141,0.43746158,0.373260788,0.346127967,0.460972108,0.460190784,0.452338392,0.444056767,0.472797338,0.432370231,0.360827944,0.295157364,0.53987125,0.549501498,0.640295017,0.612361303,0.438649015,0.556408465,0.394561913,0.427785443,0.377524938,0.411193251,0.160114192,0.144620028,0.349758313,0.317683129,0.427758359,0.486268757,0.565119826,0.657011143,0.495166899,0.178164961
OAS2_0053,0.237885259,0.240902237,0.244178135,0.263106572,0.341819693,0.367731154,0.299169476,0.314458143,0.331823692,0.371162712,0.270009018,0.292263605,0.275134528,0.259134071,0.330158728,0.331586068,0.327976329,0.311069027,0.259697878,0.274482518,0.411689414,0.406030082,0.239198031,0.283122788,0.35764026,0.361913147,0.413555728,0.424970699,0.342624271,0.347120245,0.362723661,0.323599329,0.330586232,0.333160288,0.28560818,0.251797418,0.304284999,0.311623974,0.36866719,0.394545797,0.468130592,0.476888186,0.379248845,0.376887429,0.308724547,0.327608687,0.361346762,0.364760635,0.282849939,0.299926571,0.326220814,0.353448939,0.353906986,0.37672831,0.445620469,0.424074402,0.240212842,0.225794729,0.244541832,0.200153253,0.258545106,0.242494114,0.293026264,0.304916146,0.276189655,0.291681242,0.323297639,0.320589973,0.197339711,0.207958265,0.235023929,0.264720727,0.395111232,0.396564127,0.214183099,0.184744736,0.343537326,0.310180487,0.341113997,0.317801761,0.307521401,0.298106801,0.230610628,0.195558188,0.345955972,0.366771319,0.31214473,0.285592778,0.367594809,0.36843734,0.411570922,0.401551049,0.452764393,0.394255884,0.290337334,0.273258211,0.444687544,0.493858294,0.535602749,0.523303234,0.416574995,0.49709717,0.38331885,0.415177834,0.331574432,0.346635127,0.139363819,0.129621101,0.264219427,0.26909536,0.364636652,0.343757681,0.415232635,0.498013868,0.382902329,0.14803922
OAS2_0055,0.356049481,0.320692871,0.323063185,0.316289632,0.429118905,0.461290198,0.341378612,0.399315805,0.427822056,0.491665163,0.419434795,0.393448777,0.346285526,0.33945317,0.45602327,0.459286445,0.450926776,0.418714593,0.347019809,0.319627034,0.492797901,0.476824653,0.324443469,0.333498657,0.421051309,0.482445767,0.518411098,0.527596411,0.463380253,0.460502707,0.427071212,0.421255912,0.417211006,0.439043267,0.402903355,0.340254993,0.403616757,0.397944811,0.453461506,0.507293372,0.587123944,0.564907818,0.53797575,0.4998561,0.45469803,0.466579797,0.494988989,0.499252737,0.42211855,0.401018534,0.49514148,0.468218078,0.599022896,0.524166986,0.585770762,0.593788992,0.339237114,0.322578255,0.312405186,0.26333117,0.40077412,0.471608077,0.499875975,0.482588476,0.429620029,0.468487042,0.44687583,0.44823616,0.265152309,0.264184421,0.238326535,0.238253886,0.478090607,0.463774663,0.231614039,0.192618485,0.360059112,0.391372003,0.496559075,0.416043837,0.47809939,0.386289942,0.314849937,0.288035239,0.484380908,0.499878089,0.456184226,0.46701269,0.540127196,0.56350597,0.614694809,0.57562193,0.564733302,0.453698049,0.351294146,0.283825809,0.530478259,0.565585733,0.749159836,0.714056736,0.503850399,0.573635669,0.445714468,0.466484409,0.402105218,0.422371906,0.13536111,0.127309839,0.363061413,0.323555083,0.405872387,0.499871109,0.565428191,0.590743329,0.499034563,0.192402191
OAS2_0056,0.308511759,0.255946446,0.265278434,0.305941618,0.384407115,0.412993782,0.320912674,0.361062192,0.368765823,0.453095707,0.37572983,0.311619427,0.316767078,0.299687941,0.401027169,0.408126971,0.418744898,0.341052741,0.310259256,0.294821375,0.547376247,0.525789252,0.272452199,0.322526774,0.409148292,0.467525304,0.525476517,0.545773841,0.440365723,0.450190191,0.441232318,0.381768197,0.416525705,0.419421322,0.39286557,0.320313791,0.404807757,0.382311857,0.454645134,0.478960371,0.60015919,0.591154609,0.415271445,0.380187357,0.353557109,0.357293749,0.414098242,0.396428472,0.3027039,0.303754059,0.39672076,0.372842836,0.42362849,0.416095457,0.543197622,0.515204149,0.310835104,0.247642813,0.289868385,0.275868881,0.369888022,0.355527983,0.369615248,0.374309648,0.386967219,0.363607998,0.369677379,0.390966951,0.238011675,0.217102942,0.277249166,0.272297008,0.452083228,0.42555251,0.216427361,0.178900508,0.312478348,0.351763462,0.441892058,0.373822157,0.379471566,0.380540421,0.309582388,0.289881808,0.43517241,0.459352882,0.405271218,0.344726475,0.450470362,0.464979628,0.44030262,0.408206972,0.482840789,0.422145866,0.358402747,0.301759651,0.529991419,0.5750296,0.647367447,0.63524195,0.47485193,0.583087637,0.431080824,0.464314488,0.423264803,0.469112531,0.154591889,0.135950574,0.334083047,0.33369355,0.404962848,0.441224756,0.530409134,0.5944426,0.532334082,0.197927249
